"","from","to","dist","dur","gAPI","arcDist","area.from","area.to"
"2436","maga1264","ataa1240",53702,40136,"OK",28692.6771840215,"Oceania","Oceania"
"2438","torr1261","atam1239",91497,66358,"OK",46336.9199117655,"N Australia","N Australia"
"2440","chic1273","atat1238",38385,31332,"OK",21424.2207477397,"Mesoamerica","Mesoamerica"
"2441","copa1237","atat1238",82869,69261,"OK",33740.559692672,"Mesoamerica","Mesoamerica"
"2445","magd1235","atat1238",54728,43760,"OK",27728.559909468,"Mesoamerica","Mesoamerica"
"2446","mixt1425","atat1238",59845,49031,"OK",36050.6247606216,"Mesoamerica","Mesoamerica"
"2447","nort2985","atat1238",75856,60154,"OK",48535.5455682975,"Mesoamerica","Mesoamerica"
"2448","ocot1243","atat1238",31243,26205,"OK",14618.6780840177,"Mesoamerica","Mesoamerica"
"2449","sanj1282","atat1238",82830,67074,"OK",31962.7798238931,"Mesoamerica","Mesoamerica"
"2451","sanm1298","atat1238",54448,43852,"OK",32104.1742787675,"Mesoamerica","Mesoamerica"
"2454","sini1243","atat1238",48001,38330,"OK",19144.1489492709,"Mesoamerica","Mesoamerica"
"2455","sout3000","atat1238",46939,39741,"OK",15729.4186166839,"Mesoamerica","Mesoamerica"
"2457","tija1235","atat1238",44759,36851,"OK",25120.4237299404,"Mesoamerica","Mesoamerica"
"2459","yucu1250","atat1238",64265,51895,"OK",35466.0044975343,"Mesoamerica","Mesoamerica"
"2461","kava1241","atay1247",62509,53063,"OK",32418.5621637442,"Southeast Asia","Southeast Asia"
"2462","sais1237","atay1247",115132,97056,"OK",33801.3154045028,"Southeast Asia","Southeast Asia"
"2479","belh1239","athp1241",20203,16298,"OK",14067.5712679896,"Indic","Indic"
"2482","dung1252","athp1241",24335,19048,"OK",11348.3477787109,"Indic","Indic"
"2484","kulu1253","athp1241",105139,83685,"OK",39451.5000205741,"Indic","Indic"
"2485","kurm1243","athp1241",10803,9138,"OK",4336.59113359699,"Indic","Indic"
"2488","musa1263","athp1241",75319,58451,"OK",25769.1470807398,"Indic","Indic"
"2490","sout2734","athp1241",36727,29853,"OK",8809.58859627139,"Indic","Indic"
"2491","kina1250","atii1237",80703,59292,"OK",44625.6721084767,"Oceania","Oceania"
"2497","garo1247","aton1241",65427,51701,"OK",20597.2456101696,"Indic","Indic"
"2498","lyng1241","aton1241",140711,110256,"OK",39366.7676880606,"Indic","Indic"
"2526","bero1242","atsa1241",61731,43960,"OK",48347.3101398228,"African Savannah","African Savannah"
"2530","eten1239","atsa1241",33312,23885,"OK",29229.1201591759,"African Savannah","African Savannah"
"2531","fira1238","atsa1241",63792,45766,"OK",41060.7852130381,"African Savannah","African Savannah"
"2534","irig1241","atsa1241",28409,20001,"OK",22086.5441488662,"African Savannah","African Savannah"
"2538","tesh1239","atsa1241",55886,40649,"OK",37968.8603030511,"African Savannah","African Savannah"
"2539","tyap1238","atsa1241",42405,30567,"OK",29675.455810479,"African Savannah","African Savannah"
"2540","nort2952","atsu1245",3063,2384,"OK",2319.15313793535,"Basin and Plains","Basin and Plains"
"2541","cent2144","atzi1235",52129,38178,"OK",40043.1968661159,"Mesoamerica","Mesoamerica"
"2542","sanf1262","atzi1235",18684,14151,"OK",14441.1534179766,"Mesoamerica","Mesoamerica"
"2543","tema1239","atzi1235",24193,18097,"OK",14872.7859962104,"Mesoamerica","Mesoamerica"
"2544","temo1245","atzi1235",47318,35200,"OK",36931.1873347879,"Mesoamerica","Mesoamerica"
"2545","tila1239","atzi1235",54030,39344,"OK",44129.3543652478,"Mesoamerica","Mesoamerica"
"2552","burm1263","aulu1238",16463,12872,"OK",7481.54227896854,"Oceania","Oceania"
"2559","ling1265","aulu1238",31216,23896,"OK",27607.47245238,"Oceania","Oceania"
"2560","litz1237","aulu1238",44616,34203,"OK",39175.1213587875,"Oceania","Oceania"
"2565","port1285","aulu1238",26063,20227,"OK",17668.3951277142,"Oceania","Oceania"
"2568","rere1240","aulu1238",8003,6961,"OK",8701.12225822308,"Oceania","Oceania"
"2570","unua1237","aulu1238",14934,12216,"OK",14811.2148422523,"Oceania","Oceania"
"2626","awak1250","auyo1240",8223,6138,"OK",1016.5800539221,"African Savannah","African Savannah"
"2631","diji1241","auyo1240",34115,25651,"OK",29697.725696096,"African Savannah","African Savannah"
"2633","kamo1254","auyo1240",41281,30686,"OK",23245.8817615998,"African Savannah","African Savannah"
"2636","nucl1696","auyo1240",5014,3483,"OK",11470.0342132365,"African Savannah","African Savannah"
"2638","tsoo1241","auyo1240",121783,90025,"OK",40962.1863509418,"African Savannah","African Savannah"
"2640","waja1259","auyo1240",157484,114063,"OK",44130.6422512616,"African Savannah","African Savannah"
"2642","guaa1238","avat1244",54222,39668,"OK",47173.3664578466,"African Savannah","African Savannah"
"2643","logb1245","avat1244",6480,4658,"OK",6910.14584234839,"African Savannah","African Savannah"
"2644","nawd1238","avat1244",45909,33120,"OK",38598.8719592687,"African Savannah","African Savannah"
"2647","sekp1241","avat1244",45691,32958,"OK",38492.0214944429,"African Savannah","African Savannah"
"2649","siwu1238","avat1244",47872,34726,"OK",41250.69891163,"African Savannah","African Savannah"
"2651","tuwu1238","avat1244",75314,54803,"OK",49357.1594238678,"African Savannah","African Savannah"
"2676","mind1255","awad1244",21124,15371,"OK",24751.9749522434,"N Coast New Guinea","N Coast New Guinea"
"2749","lila1246","awar1249",35521,25818,"OK",29800.0049745728,"N Coast New Guinea","N Coast New Guinea"
"2751","mala1494","awar1249",39273,28517,"OK",33632.507683908,"N Coast New Guinea","N Coast New Guinea"
"2753","nucl1458","awar1249",25750,18725,"OK",19747.2705576283,"N Coast New Guinea","N Coast New Guinea"
"2754","sepa1241","awar1249",25676,18672,"OK",20716.7434065962,"N Coast New Guinea","N Coast New Guinea"
"2755","sepe1240","awar1249",7928,5749,"OK",10708.8970328132,"N Coast New Guinea","N Coast New Guinea"
"2804","fore1270","awiy1238",51812,42117,"OK",30328.0773518432,"Interior New Guinea","Interior New Guinea"
"2904","ayiz1244","axiy1235",57704,43761,"OK",44448.7758885383,"Southeast Asia","Southeast Asia"
"2905","azhe1235","axiy1235",41334,32988,"OK",35139.3503390421,"Southeast Asia","Southeast Asia"
"2906","sani1269","axiy1235",59553,48094,"OK",36247.5379184825,"Southeast Asia","Southeast Asia"
"2907","thay1248","ayab1239",170902,123604,"OK",49862.6375831242,"N Australia","N Australia"
"2969","east2390","ayiz1245",60988,44526,"OK",47074.7735864016,"African Savannah","African Savannah"
"2970","gbes1238","ayiz1245",70527,51198,"OK",21131.4095410439,"African Savannah","African Savannah"
"2971","saxw1241","ayiz1245",95203,69054,"OK",31932.9842979468,"African Savannah","African Savannah"
"2973","weme1239","ayiz1245",119891,87451,"OK",33883.431414905,"African Savannah","African Savannah"
"2974","west2456","ayiz1245",50806,37090,"OK",37359.174765097,"African Savannah","African Savannah"
"2975","xwel1235","ayiz1245",51639,37586,"OK",30666.0700479554,"African Savannah","African Savannah"
"2995","yolo1241","ayut1236",90981,71662,"OK",39552.08797822,"Mesoamerica","Mesoamerica"
"3007","mwag1236","ayuu1242",98645,69823,"OK",46141.2066556205,"African Savannah","African Savannah"
"3014","phol1235","azha1235",58519,46949,"OK",27443.8815529477,"Southeast Asia","Southeast Asia"
"3016","guer1243","azoy1236",52194,40776,"OK",35695.8313151743,"Mesoamerica","Mesoamerica"
"3018","omet1237","azoy1236",12668,8765,"OK",10591.3839984638,"Mesoamerica","Mesoamerica"
"3027","nucl1417","baan1241",8796,6409,"OK",8595.85991640108,"African Savannah","African Savannah"
"3028","obul1238","baan1241",26509,19229,"OK",21543.3139937882,"African Savannah","African Savannah"
"3031","cici1237","baan1242",168358,122059,"OK",32949.4747876142,"African Savannah","African Savannah"
"3032","east2403","baan1242",36449,26431,"OK",32958.0471482424,"African Savannah","African Savannah"
"3057","bafa1249","baba1266",37353,29541,"OK",23473.8668055671,"African Savannah","African Savannah"
"3059","bama1251","baba1266",30501,24408,"OK",20159.9421355339,"African Savannah","African Savannah"
"3062","bame1260","baba1266",44764,35262,"OK",23661.8900044346,"African Savannah","African Savannah"
"3063","bamu1254","baba1266",30267,24476,"OK",13899.5697943894,"African Savannah","African Savannah"
"3064","bamu1256","baba1266",32316,25833,"OK",25135.0238542246,"African Savannah","African Savannah"
"3065","bang1356","baba1266",55616,42889,"OK",42251.3219053932,"African Savannah","African Savannah"
"3067","kens1251","baba1266",21447,17841,"OK",14498.3624358578,"African Savannah","African Savannah"
"3070","luoc1235","baba1266",60009,48091,"OK",42201.6208505758,"African Savannah","African Savannah"
"3072","meng1264","baba1266",54583,42513,"OK",29993.0950235867,"African Savannah","African Savannah"
"3073","meta1238","baba1266",70494,55827,"OK",46768.2073483136,"African Savannah","African Savannah"
"3074","mung1266","baba1266",39544,31483,"OK",29907.6958956458,"African Savannah","African Savannah"
"3075","ngam1267","baba1266",46841,36467,"OK",25626.777991285,"African Savannah","African Savannah"
"3077","ngie1241","baba1266",85635,65997,"OK",49063.6407664408,"African Savannah","African Savannah"
"3078","ngom1271","baba1266",46009,36040,"OK",34488.5538451269,"African Savannah","African Savannah"
"3079","ngom1272","baba1266",65844,51852,"OK",39128.5108937704,"African Savannah","African Savannah"
"3081","okuu1243","baba1266",91419,69368,"OK",37891.1544731675,"African Savannah","African Savannah"
"3082","piny1238","baba1266",51126,39684,"OK",31399.8815041754,"African Savannah","African Savannah"
"3084","wush1238","baba1266",50260,38216,"OK",36627.8868282126,"African Savannah","African Savannah"
"3085","duan1242","baba1267",42998,31159,"OK",37772.8258716857,"Southeast Asia","Southeast Asia"
"3086","mala1479","baba1267",19355,13989,"OK",14374.9234243763,"Southeast Asia","Southeast Asia"
"3089","kulo1237","babu1240",95676,72845,"OK",48281.5379766794,"Southeast Asia","Southeast Asia"
"3090","papo1239","babu1240",43027,32215,"OK",35888.8835862671,"Southeast Asia","Southeast Asia"
"3091","thao1240","babu1240",66826,49246,"OK",39800.3827697239,"Southeast Asia","Southeast Asia"
"3092","bena1260","baca1246",92127,66435,"OK",45951.4887662601,"African Savannah","African Savannah"
"3094","lala1261","baca1246",61235,44002,"OK",42820.1885295305,"African Savannah","African Savannah"
"3096","mbul1260","baca1246",134048,96979,"OK",23803.1887257393,"African Savannah","African Savannah"
"3097","voro1240","baca1246",38421,27723,"OK",28306.3910466919,"African Savannah","African Savannah"
"3191","abid1235","abee1242",41104,29966,"OK",23053.4061482639,"African Savannah","African Savannah"
"3192","adio1239","abee1242",80462,58561,"OK",28494.874754054,"African Savannah","African Savannah"
"3193","alla1248","abee1242",136335,99330,"OK",41789.920496765,"African Savannah","African Savannah"
"3194","apro1235","abee1242",145152,105703,"OK",46422.9974956616,"African Savannah","African Savannah"
"3203","adio1239","abid1235",39359,28595,"OK",31225.7286745427,"African Savannah","African Savannah"
"3261","adan1251","abui1241",52790,43844,"OK",20477.9703006618,"Oceania","N Coast New Guinea"
"3308","ayut1236","acat1239",43964,35385,"OK",25567.6780853052,"Mesoamerica","Mesoamerica"
"3367","akeb1238","adel1244",204884,151468,"OK",46356.7516568696,"African Savannah","African Savannah"
"3375","alla1248","adio1239",70604,51676,"OK",20770.9891457276,"African Savannah","African Savannah"
"3376","apro1235","adio1239",79421,58049,"OK",19991.5481202206,"African Savannah","African Savannah"
"3405","agar1252","adze1240",90605,64695,"OK",46666.326365959,"N Coast New Guinea","N Coast New Guinea"
"3442","awiy1238","agar1252",58370,44421,"OK",41114.9589048462,"Interior New Guinea","N Coast New Guinea"
"3551","agwa1247","agoi1246",36818,26922,"OK",21841.318639624,"African Savannah","African Savannah"
"3574","ajab1235","agun1238",93685,67968,"OK",48584.7942512001,"African Savannah","African Savannah"
"3600","akuk1235","ahan1244",60969,44971,"OK",37075.4968711182,"African Savannah","African Savannah"
"3601","arig1246","ahan1244",24636,17814,"OK",18456.8645577771,"African Savannah","African Savannah"
"3630","alum1246","ahwa1235",33440,24778,"OK",17949.7215689111,"African Savannah","African Savannah"
"3631","ayuu1242","ahwa1235",19090,13820,"OK",10650.0679193263,"African Savannah","African Savannah"
"3749","arho1237","ajie1238",81369,60600,"OK",31885.6980173536,"Oceania","Oceania"
"3758","akab1249","akab1248",1788,1233,"OK",2702.86527090665,"Southeast Asia","Southeast Asia"
"3759","akak1251","akab1248",44201,33037,"OK",30472.9113160669,"Southeast Asia","Southeast Asia"
"3760","akak1253","akab1248",114051,84927,"OK",41178.7567278152,"Southeast Asia","Southeast Asia"
"3763","akak1251","akab1249",45989,34508,"OK",31824.9656071992,"Southeast Asia","Southeast Asia"
"3764","akak1253","akab1249",112263,83694,"OK",39448.8499660607,"Southeast Asia","Southeast Asia"
"3768","akak1252","akaj1239",73130,55182,"OK",36474.7601558364,"Southeast Asia","Southeast Asia"
"3770","anda1280","akak1251",83650,62934,"OK",46587.3288064248,"Southeast Asia","Southeast Asia"
"3772","akak1253","akak1252",14626,11032,"OK",13587.5526972064,"Southeast Asia","Southeast Asia"
"3779","anii1245","akas1242",45212,32559,"OK",35735.7572366215,"African Savannah","African Savannah"
"3782","anim1239","akeb1238",89573,67730,"OK",44185.1567799613,"African Savannah","African Savannah"
"3786","alag1242","akee1238",58229,42237,"OK",37780.5405097827,"African Savannah","African Savannah"
"3821","andi1255","akhv1239",94373,76753,"OK",45374.7804025257,"Greater Mesopotamia","Greater Mesopotamia"
"3822","arch1244","akhv1239",100302,81371,"OK",43853.1860389849,"Greater Mesopotamia","Greater Mesopotamia"
"3857","atii1237","akla1241",76972,56470,"OK",47793.6706587151,"Oceania","Oceania"
"3877","akuk1235","akpe1248",53256,39460,"OK",44123.0311664742,"African Savannah","African Savannah"
"3878","arig1246","akpe1248",24528,17926,"OK",9461.69829601299,"African Savannah","African Savannah"
"3923","ayer1245","akuk1235",47167,34231,"OK",38000.5517129482,"African Savannah","African Savannah"
"3961","alco1235","alac1244",34222,26734,"OK",15870.8598702392,"Mesoamerica","Mesoamerica"
"4022","asas1240","alek1238",218553,166891,"OK",42446.5943543118,"Interior New Guinea","Interior New Guinea"
"4050","aluk1238","alla1247",88967,65747,"OK",33266.4405359406,"Indic","Indic"
"4051","bada1257","alla1247",73610,56197,"OK",26384.9296361841,"Indic","Indic"
"4057","apro1235","alla1248",13299,9617,"OK",10836.5913140328,"African Savannah","African Savannah"
"4062","apas1235","aloa1235",120613,95322,"OK",40823.4818691839,"Mesoamerica","Mesoamerica"
"4103","bada1257","aluk1238",37156,29016,"OK",22425.3609594077,"Indic","Indic"
"4111","ayuu1242","alum1246",38194,27406,"OK",28033.8285121563,"African Savannah","African Savannah"
"4373","asil1242","ambo1250",61706,46051,"OK",26162.9646796069,"Oceania","Oceania"
"4435","anja1238","amel1241",30972,23335,"OK",18966.0904119245,"N Coast New Guinea","N Coast New Guinea"
"4437","asas1240","amel1241",96069,72846,"OK",47312.8097765555,"Interior New Guinea","N Coast New Guinea"
"4574","atsa1241","amoo1242",51826,37449,"OK",44622.5439573271,"African Savannah","African Savannah"
"4597","assa1263","amri1238",31594,22917,"OK",20165.6227437424,"Indic","Indic"
"4611","baan1241","anaa1238",63774,46351,"OK",44026.6602032551,"African Savannah","African Savannah"
"4842","anga1293","anga1292",45457,36401,"OK",18439.455606537,"Interior New Guinea","Interior New Guinea"
"4846","anga1294","anga1293",58803,46783,"OK",24540.4242340206,"Interior New Guinea","Interior New Guinea"
"4911","asas1240","anja1238",81029,61054,"OK",32058.3682721601,"Interior New Guinea","N Coast New Guinea"
"5219","arib1241","arib1240",14619,10851,"OK",11150.914944032,"N Coast New Guinea","N Coast New Guinea"
"5269","ayer1245","arig1246",30617,22405,"OK",14456.2386468467,"African Savannah","African Savannah"
"5508","ayoq1235","asun1236",40627,31028,"OK",23740.7041165059,"Mesoamerica","Mesoamerica"
"5726","awak1250","auyo1240",8223,6138,"OK",1016.5800539221,"African Savannah","African Savannah"
"6005","azhe1235","axiy1235",41334,32988,"OK",35139.3503390421,"Southeast Asia","Southeast Asia"
"6291","abid1235","abee1242",41104,29966,"OK",23053.4061482639,"African Savannah","African Savannah"
"6292","adio1239","abee1242",80462,58561,"OK",28494.874754054,"African Savannah","African Savannah"
"6293","alla1248","abee1242",136335,99330,"OK",41789.920496765,"African Savannah","African Savannah"
"6294","apro1235","abee1242",145152,105703,"OK",46422.9974956616,"African Savannah","African Savannah"
"6303","adio1239","abid1235",39359,28595,"OK",31225.7286745427,"African Savannah","African Savannah"
"6361","adan1251","abui1241",52790,43844,"OK",20477.9703006618,"Oceania","N Coast New Guinea"
"6408","ayut1236","acat1239",43964,35385,"OK",25567.6780853052,"Mesoamerica","Mesoamerica"
"6467","akeb1238","adel1244",204884,151468,"OK",46356.7516568696,"African Savannah","African Savannah"
"6475","alla1248","adio1239",70604,51676,"OK",20770.9891457276,"African Savannah","African Savannah"
"6476","apro1235","adio1239",79421,58049,"OK",19991.5481202206,"African Savannah","African Savannah"
"6505","agar1252","adze1240",90605,64695,"OK",46666.326365959,"N Coast New Guinea","N Coast New Guinea"
"6542","awiy1238","agar1252",58370,44421,"OK",41114.9589048462,"Interior New Guinea","N Coast New Guinea"
"6651","agwa1247","agoi1246",36818,26922,"OK",21841.318639624,"African Savannah","African Savannah"
"6674","ajab1235","agun1238",93685,67968,"OK",48584.7942512001,"African Savannah","African Savannah"
"6700","akuk1235","ahan1244",60969,44971,"OK",37075.4968711182,"African Savannah","African Savannah"
"6701","arig1246","ahan1244",24636,17814,"OK",18456.8645577771,"African Savannah","African Savannah"
"6730","alum1246","ahwa1235",33440,24778,"OK",17949.7215689111,"African Savannah","African Savannah"
"6731","ayuu1242","ahwa1235",19090,13820,"OK",10650.0679193263,"African Savannah","African Savannah"
"6849","arho1237","ajie1238",81369,60600,"OK",31885.6980173536,"Oceania","Oceania"
"6858","akab1249","akab1248",1788,1233,"OK",2702.86527090665,"Southeast Asia","Southeast Asia"
"6859","akak1251","akab1248",44201,33037,"OK",30472.9113160669,"Southeast Asia","Southeast Asia"
"6860","akak1253","akab1248",114051,84927,"OK",41178.7567278152,"Southeast Asia","Southeast Asia"
"6863","akak1251","akab1249",45989,34508,"OK",31824.9656071992,"Southeast Asia","Southeast Asia"
"6864","akak1253","akab1249",112263,83694,"OK",39448.8499660607,"Southeast Asia","Southeast Asia"
"6868","akak1252","akaj1239",73130,55182,"OK",36474.7601558364,"Southeast Asia","Southeast Asia"
"6870","anda1280","akak1251",83650,62934,"OK",46587.3288064248,"Southeast Asia","Southeast Asia"
"6872","akak1253","akak1252",14626,11032,"OK",13587.5526972064,"Southeast Asia","Southeast Asia"
"6879","anii1245","akas1242",45212,32559,"OK",35735.7572366215,"African Savannah","African Savannah"
"6882","anim1239","akeb1238",89573,67730,"OK",44185.1567799613,"African Savannah","African Savannah"
"6886","alag1242","akee1238",58229,42237,"OK",37780.5405097827,"African Savannah","African Savannah"
"6921","andi1255","akhv1239",94373,76753,"OK",45374.7804025257,"Greater Mesopotamia","Greater Mesopotamia"
"6922","arch1244","akhv1239",100302,81371,"OK",43853.1860389849,"Greater Mesopotamia","Greater Mesopotamia"
"6957","atii1237","akla1241",76972,56470,"OK",47793.6706587151,"Oceania","Oceania"
"6977","akuk1235","akpe1248",53256,39460,"OK",44123.0311664742,"African Savannah","African Savannah"
"6978","arig1246","akpe1248",24528,17926,"OK",9461.69829601299,"African Savannah","African Savannah"
"7023","ayer1245","akuk1235",47167,34231,"OK",38000.5517129482,"African Savannah","African Savannah"
"7061","alco1235","alac1244",34222,26734,"OK",15870.8598702392,"Mesoamerica","Mesoamerica"
"7122","asas1240","alek1238",218553,166891,"OK",42446.5943543118,"Interior New Guinea","Interior New Guinea"
"7150","aluk1238","alla1247",88967,65747,"OK",33266.4405359406,"Indic","Indic"
"7151","bada1257","alla1247",73610,56197,"OK",26384.9296361841,"Indic","Indic"
"7157","apro1235","alla1248",13299,9617,"OK",10836.5913140328,"African Savannah","African Savannah"
"7162","apas1235","aloa1235",120613,95322,"OK",40823.4818691839,"Mesoamerica","Mesoamerica"
"7203","bada1257","aluk1238",37156,29016,"OK",22425.3609594077,"Indic","Indic"
"7211","ayuu1242","alum1246",38194,27406,"OK",28033.8285121563,"African Savannah","African Savannah"
"7473","asil1242","ambo1250",61706,46051,"OK",26162.9646796069,"Oceania","Oceania"
"7535","anja1238","amel1241",30972,23335,"OK",18966.0904119245,"N Coast New Guinea","N Coast New Guinea"
"7537","asas1240","amel1241",96069,72846,"OK",47312.8097765555,"Interior New Guinea","N Coast New Guinea"
"7674","atsa1241","amoo1242",51826,37449,"OK",44622.5439573271,"African Savannah","African Savannah"
"7697","assa1263","amri1238",31594,22917,"OK",20165.6227437424,"Indic","Indic"
"7711","baan1241","anaa1238",63774,46351,"OK",44026.6602032551,"African Savannah","African Savannah"
"7942","anga1293","anga1292",45457,36401,"OK",18439.455606537,"Interior New Guinea","Interior New Guinea"
"7946","anga1294","anga1293",58803,46783,"OK",24540.4242340206,"Interior New Guinea","Interior New Guinea"
"8011","asas1240","anja1238",81029,61054,"OK",32058.3682721601,"Interior New Guinea","N Coast New Guinea"
"8319","arib1241","arib1240",14619,10851,"OK",11150.914944032,"N Coast New Guinea","N Coast New Guinea"
"8369","ayer1245","arig1246",30617,22405,"OK",14456.2386468467,"African Savannah","African Savannah"
"8608","ayoq1235","asun1236",40627,31028,"OK",23740.7041165059,"Mesoamerica","Mesoamerica"
"8826","awak1250","auyo1240",8223,6138,"OK",1016.5800539221,"African Savannah","African Savannah"
"9105","azhe1235","axiy1235",41334,32988,"OK",35139.3503390421,"Southeast Asia","Southeast Asia"
"9391","abid1235","abee1242",41104,29966,"OK",23053.4061482639,"African Savannah","African Savannah"
"9392","adio1239","abee1242",80462,58561,"OK",28494.874754054,"African Savannah","African Savannah"
"9393","alla1248","abee1242",136335,99330,"OK",41789.920496765,"African Savannah","African Savannah"
"9394","apro1235","abee1242",145152,105703,"OK",46422.9974956616,"African Savannah","African Savannah"
"9403","adio1239","abid1235",39359,28595,"OK",31225.7286745427,"African Savannah","African Savannah"
"9461","adan1251","abui1241",52790,43844,"OK",20477.9703006618,"Oceania","N Coast New Guinea"
"9508","ayut1236","acat1239",43964,35385,"OK",25567.6780853052,"Mesoamerica","Mesoamerica"
"9567","akeb1238","adel1244",204884,151468,"OK",46356.7516568696,"African Savannah","African Savannah"
"9575","alla1248","adio1239",70604,51676,"OK",20770.9891457276,"African Savannah","African Savannah"
"9576","apro1235","adio1239",79421,58049,"OK",19991.5481202206,"African Savannah","African Savannah"
"9605","agar1252","adze1240",90605,64695,"OK",46666.326365959,"N Coast New Guinea","N Coast New Guinea"
"9642","awiy1238","agar1252",58370,44421,"OK",41114.9589048462,"Interior New Guinea","N Coast New Guinea"
"9751","agwa1247","agoi1246",36818,26922,"OK",21841.318639624,"African Savannah","African Savannah"
"9774","ajab1235","agun1238",93685,67968,"OK",48584.7942512001,"African Savannah","African Savannah"
"9800","akuk1235","ahan1244",60969,44971,"OK",37075.4968711182,"African Savannah","African Savannah"
"9801","arig1246","ahan1244",24636,17814,"OK",18456.8645577771,"African Savannah","African Savannah"
"9830","alum1246","ahwa1235",33440,24778,"OK",17949.7215689111,"African Savannah","African Savannah"
"9831","ayuu1242","ahwa1235",19090,13820,"OK",10650.0679193263,"African Savannah","African Savannah"
"9949","arho1237","ajie1238",81369,60600,"OK",31885.6980173536,"Oceania","Oceania"
"9958","akab1249","akab1248",1788,1233,"OK",2702.86527090665,"Southeast Asia","Southeast Asia"
"9959","akak1251","akab1248",44201,33037,"OK",30472.9113160669,"Southeast Asia","Southeast Asia"
"9960","akak1253","akab1248",114051,84927,"OK",41178.7567278152,"Southeast Asia","Southeast Asia"
"9963","akak1251","akab1249",45989,34508,"OK",31824.9656071992,"Southeast Asia","Southeast Asia"
"9964","akak1253","akab1249",112263,83694,"OK",39448.8499660607,"Southeast Asia","Southeast Asia"
"9968","akak1252","akaj1239",73130,55182,"OK",36474.7601558364,"Southeast Asia","Southeast Asia"
"9970","anda1280","akak1251",83650,62934,"OK",46587.3288064248,"Southeast Asia","Southeast Asia"
"9972","akak1253","akak1252",14626,11032,"OK",13587.5526972064,"Southeast Asia","Southeast Asia"
"9979","anii1245","akas1242",45212,32559,"OK",35735.7572366215,"African Savannah","African Savannah"
"9982","anim1239","akeb1238",89573,67730,"OK",44185.1567799613,"African Savannah","African Savannah"
"9986","alag1242","akee1238",58229,42237,"OK",37780.5405097827,"African Savannah","African Savannah"
"10021","andi1255","akhv1239",94373,76753,"OK",45374.7804025257,"Greater Mesopotamia","Greater Mesopotamia"
"10022","arch1244","akhv1239",100302,81371,"OK",43853.1860389849,"Greater Mesopotamia","Greater Mesopotamia"
"10057","atii1237","akla1241",76972,56470,"OK",47793.6706587151,"Oceania","Oceania"
"10077","akuk1235","akpe1248",53256,39460,"OK",44123.0311664742,"African Savannah","African Savannah"
"10078","arig1246","akpe1248",24528,17926,"OK",9461.69829601299,"African Savannah","African Savannah"
"10123","ayer1245","akuk1235",47167,34231,"OK",38000.5517129482,"African Savannah","African Savannah"
"10161","alco1235","alac1244",34222,26734,"OK",15870.8598702392,"Mesoamerica","Mesoamerica"
"10222","asas1240","alek1238",218553,166891,"OK",42446.5943543118,"Interior New Guinea","Interior New Guinea"
"10250","aluk1238","alla1247",88967,65747,"OK",33266.4405359406,"Indic","Indic"
"10251","bada1257","alla1247",73610,56197,"OK",26384.9296361841,"Indic","Indic"
"10257","apro1235","alla1248",13299,9617,"OK",10836.5913140328,"African Savannah","African Savannah"
"10262","apas1235","aloa1235",120613,95322,"OK",40823.4818691839,"Mesoamerica","Mesoamerica"
"10303","bada1257","aluk1238",37156,29016,"OK",22425.3609594077,"Indic","Indic"
"10311","ayuu1242","alum1246",38194,27406,"OK",28033.8285121563,"African Savannah","African Savannah"
"10573","asil1242","ambo1250",61706,46051,"OK",26162.9646796069,"Oceania","Oceania"
"10635","anja1238","amel1241",30972,23335,"OK",18966.0904119245,"N Coast New Guinea","N Coast New Guinea"
"10637","asas1240","amel1241",96069,72846,"OK",47312.8097765555,"Interior New Guinea","N Coast New Guinea"
"10774","atsa1241","amoo1242",51826,37449,"OK",44622.5439573271,"African Savannah","African Savannah"
"10797","assa1263","amri1238",31594,22917,"OK",20165.6227437424,"Indic","Indic"
"10811","baan1241","anaa1238",63774,46351,"OK",44026.6602032551,"African Savannah","African Savannah"
"11042","anga1293","anga1292",45457,36401,"OK",18439.455606537,"Interior New Guinea","Interior New Guinea"
"11046","anga1294","anga1293",58803,46783,"OK",24540.4242340206,"Interior New Guinea","Interior New Guinea"
"11111","asas1240","anja1238",81029,61054,"OK",32058.3682721601,"Interior New Guinea","N Coast New Guinea"
"11419","arib1241","arib1240",14619,10851,"OK",11150.914944032,"N Coast New Guinea","N Coast New Guinea"
"11469","ayer1245","arig1246",30617,22405,"OK",14456.2386468467,"African Savannah","African Savannah"
"11708","ayoq1235","asun1236",40627,31028,"OK",23740.7041165059,"Mesoamerica","Mesoamerica"
"11926","awak1250","auyo1240",8223,6138,"OK",1016.5800539221,"African Savannah","African Savannah"
"12205","azhe1235","axiy1235",41334,32988,"OK",35139.3503390421,"Southeast Asia","Southeast Asia"
"247","hama1240","adan1251",28785,22131,"OK",11903.7432457442,"N Coast New Guinea","Oceania"
"248","kabo1247","adan1251",14782,10712,"OK",10192.6201227405,"Oceania","Oceania"
"249","kafo1240","adan1251",52275,39038,"OK",19609.8245361176,"Oceania","Oceania"
"279","mobu1235","adio1239",18374,13683,"OK",13927.9682358493,"African Savannah","African Savannah"
"346","gads1258","agar1252",37361,29564,"OK",15134.8673184948,"Interior New Guinea","N Coast New Guinea"
"3501","kamb1303","agar1252",47874,37158,"OK",19566.8919938552,"Interior New Guinea","N Coast New Guinea"
"3581","sout2943","agar1252",40541,30552,"OK",16827.3304108776,"Interior New Guinea","N Coast New Guinea"
