la	lb
nort2885	cent2089
nort2885	maga1264
nort2907	kabo1248
nort2916	ketu1238
nort2916	mand1444
nort2916	ning1274
nort2917	ndug1245
nort2918	aghu1255
nort2920	awiy1238
nort2921	kand1303
nort2921	nara1264
nort2921	niii1240
nort2930	ipik1244
nort2930	kibi1239
nort2935	kika1239
nort2939	coat1238
nort2939	juqu1238
nort2939	leal1235
nort2941	kask1239
nort2942	dogr1252
nort2942	kask1239
nort2943	eski1266
nort2943	gwic1235
nort2945	cent2128
nort2945	holi1241
nort2945	koyu1237
nort2952	atsu1245
nort2954	nort2952
nort2956	cent2131
nort2957	mexi1237
nort2961	chip1241
nort2961	moos1236
nort2967	lake1258
nort2972	bord1248
nort2973	arab1268
nort2976	apol1242
nort2976	atsa1242
nort2979	huay1240
nort2980	ambo1252
nort2980	jauj1238
nort2984	cent2145
nort2984	chic1272
nort2984	mara1266
nort2985	mixt1425
nort2994	cacg1235
nort2994	east2333
nort3046	cuvo1236
nort3046	mere1246
nort3047	dugw1239
nort3047	nort3046
nort3139	cypr1248
nort3142	clas1252
nort3244	azha1235
nort3268	chad1240
nort3268	guil1241
nort3268	lakk1238
norw1258	norw1255
norw1259	faro1244
norw1259	norw1255
notr1240	bial1238
notr1240	nate1242
nots1237	kuot1243
nots1237	lava1239
nots1237	mand1440
nott1246	caro1243
nouc1234	alla1248
nouc1234	ebri1238
noyy1238	niel1243
nsar1238	keme1240
nsar1238	mfum1238
nsar1238	ncan1245
nsen1242	kund1255
nsen1242	lala1264
nson1238	bolo1261
nson1238	luim1238
nson1238	mban1264
ntch1242	kabi1261
ntch1242	konk1269
nter1234	dagb1246
nter1234	kabi1261
nter1234	nawu1242
ntom1248	boli1255
ntom1248	kemp1234
ntom1248	mong1338
nuba1241	bati1251
nubi1253	gusi1247
nubi1253	kips1239
nubi1253	logo1258
nubr1241	east2345
nubr1241	kuta1241
nucl1235	arme1259
nucl1235	kore1279
nucl1235	loma1235
nucl1235	nort2697
nucl1290	anuu1241
nucl1301	capp1239
nucl1305	bell1261
nucl1305	goan1235
nucl1310	daai1236
nucl1310	munc1235
nucl1327	gaga1251
nucl1327	gari1253
nucl1339	amas1236
nucl1339	katl1237
nucl1347	leha1242
nucl1379	bena1262
nucl1379	kisi1243
nucl1379	mago1246
nucl1396	main1272
nucl1396	moza1235
nucl1417	baan1241
nucl1417	iban1261
nucl1418	krim1238
nucl1418	mend1266
nucl1440	assa1269
nucl1452	kima1246
nucl1452	makl1246
nucl1453	chen1259
nucl1454	busa1254
nucl1458	arua1260
nucl1460	mala1480
nucl1593	baib1251
nucl1593	guri1248
nucl1594	kamb1302
nucl1594	kuri1260
nucl1595	isir1237
nucl1595	kauw1242
nucl1595	kwer1263
nucl1595	mand1443
nucl1620	goli1247
nucl1620	niii1240
nucl1622	makl1246
nucl1622	moro1289
nucl1630	doro1266
nucl1632	kemt1242
nucl1633	demt1241
nucl1633	mlap1238
nucl1634	nafr1241
nucl1643	japa1238
nucl1643	kika1239
nucl1643	kore1280
nucl1649	bell1243
nucl1649	hais1244
nucl1683	bana1305
nucl1683	mina1276
nucl1695	maak1236
nucl1695	ngam1282
nucl1695	nige1253
nucl1696	auyo1240
nucl1696	jana1236
nucl1706	dezf1238
nucl1706	elam1244
nuer1246	nort2815
nugu1241	bang1339
nugu1242	bafi1243
nugu1242	leti1245
nugu1242	mmaa1238
nuji1238	chas1234
nuji1238	lanp1241
nuka1242	cari1279
nuka1242	cube1242
nuka1242	guay1257
nukk1240	duwe1237
nukk1240	naba1256
nukk1240	nekk1240
nukn1238	mala1487
nukn1238	mato1252
nuku1258	naur1243
nuku1259	kapi1249
nuku1259	neha1247
nuku1260	kapi1249
nuku1260	mort1237
nuku1260	ngat1248
numa1252	mada1282
numa1254	naka1264
numa1254	nimi1240
numb1247	kela1255
nume1241	lako1245
nume1242	maor1246
nume1242	neng1238
nung1282	drun1238
nung1290	anin1240
nung1291	nang1259
nung1291	ngar1235
nung1292	alum1246
nung1292	buuu1244
nung1292	mama1272
nupe1254	dibo1247
nupo1240	cara1245
nusu1239	nung1282
nuuu1241	kora1292
nyab1255	dalo1238
nyab1255	kouy1238
nyah1249	lave1248
nyah1250	nort2741
nyak1260	mago1246
nyak1260	ndal1241
nyal1250	bend1260
nyal1250	bera1259
nyal1250	efee1239
nyal1254	bala1316
nyal1254	kabi1260
nyam1271	ngar1296
nyam1271	nija1241
nyam1275	mamb1296
nyam1276	kono1265
nyam1276	nila1242
nyam1277	chig1238
nyam1277	hang1260
nyam1279	jurm1239
nyam1279	mand1425
nyam1279	moro1284
nyan1300	gara1269
nyan1300	lard1243
nyan1301	kara1476
nyan1301	nyam1271
nyan1302	avat1244
nyan1303	bang1345
nyan1303	mamv1243
nyan1303	mong1345
nyan1304	hund1239
nyan1304	kanu1278
nyan1305	kwam1251
nyan1305	nkhu1238
nyan1307	chig1238
nyan1307	konz1239
nyan1308	dema1235
nyan1313	didi1258
nyan1313	ikkk1242
nyan1315	kweg1241
nyar1245	cerm1238
nyar1245	jeri1242
nyat1246	nila1242
nyaw1245	aheu1239
nyaw1245	bank1251
nyaw1247	gudj1237
nyem1238	luya1241
nyem1238	ndon1254
nyen1254	lakh1240
nyen1257	mash1267
nyen1257	mbuk1240
nyeu1238	kuyy1240
nyeu1238	laoo1244
nyeu1238	nort2684
nyig1240	buna1275
nyig1240	mang1383
nyih1240	lamb1272
nyih1240	nyam1275
nyin1248	fuli1240
nyin1248	lega1250
nyin1250	bipi1237
nyin1250	liku1243
nyis1235	axiy1235
nyis1235	ayiz1244
nyis1236	karb1241
nyis1236	koro1316
nyol1238	adho1243
nyol1238	gwer1238
nyon1241	lufu1237
nyon1241	ndoo1241
nyor1244	kisa1263
nyor1244	logo1258
nyor1246	gand1255
nyor1246	gung1250
nyul1247	bard1255
nyul1247	dyab1238
nyul1247	nima1245
nyun1247	kala1379
nyun1248	barw1243
nzad1234	lwel1234
nzad1234	ngul1247
nzak1246	kuoo1238
nzak1246	laka1254
nzak1247	dend1242
nzak1247	mids1243
nzan1240	gude1246
nzan1240	holm1250
nzim1238	beti1248
nzim1238	jwir1241
oban1244	buma1244
obdo1234	mans1258
obdo1234	nene1249
obis1242	chal1270
oblo1238	dama1267
oblo1238	ndai1238
obok1239	biri1259
obok1239	erit1239
obok1239	kwer1264
obol1243	defa1248
obol1243	ekit1246
obol1243	ikoo1245
obom1235	ilia1236
obom1235	mati1250
obul1238	elem1253
ocai1244	nonu1241
occi1239	fran1260
occi1239	ligu1248
ocot1243	atat1238
ocot1243	chic1273
ocot1244	ayoq1235
oddd1238	goar1239
odia1239	abau1245
odia1239	naii1241
odoo1238	aime1238
odoo1238	goba1246
odua1238	kugb1241
ofoo1242	caju1236
ofoo1242	chit1248
ofoo1242	koas1236
ofoo1242	mobi1236
ogba1241	ekpe1253
ogbi1239	abur1244
ogbi1239	odua1238
ogbo1242	abua1244
ogbo1242	ekpe1253
ogbo1242	odua1238
ogbr1243	dege1246
ogbr1243	ikwe1242
ogbr1243	obul1238
ogea1238	amel1241
ogea1238	anja1238
oira1263	kisa1266
oira1263	maku1277
ojit1237	chil1282
ojit1237	jala1237
okan1243	colu1241
okie1245	masa1300
okob1241	itoo1242
okod1238	bise1238
okod1238	enge1239
okod1238	ogba1241
okoe1238	gupa1248
okoj1239	akaj1239
okoj1239	akak1252
okol1241	lund1271
okpa1238	ahan1244
okpe1249	ivbi1241
okpe1250	ghot1243
okpe1250	iyay1238
okpe1250	okpa1238
oksa1245	bimi1240
okuu1243	baba1264
okuu1243	noon1243
oldk1238	brit1235
oldn1245	kenu1236
olek1239	khen1241
olek1239	nyen1254
olib1234	bank1256
olom1241	bini1246
oloo1241	diaa1238
oloo1241	elke1240
oloo1241	malo1245
oloo1241	nort2907
olub1238	bari1284
olub1238	loko1254
olub1238	mand1425
olul1245	efut1242
olul1245	ejag1239
olul1245	nden1250
olul1245	ndoe1238
olut1240	high1276
omag1248	bora1263
omah1247	chip1241
omah1247	hutt1235
oman1239	hars1241
oman1239	luwa1238
omba1241	ndas1238
ombo1238	hamb1245
ombo1238	kusu1252
ombo1238	leng1258
omet1237	azoy1236
omet1237	guer1243
omet1237	metl1238
omie1241	hunj1241
omie1241	nami1258
omii1238	beek1238
omii1238	keli1248
omii1238	lugb1240
omot1239	gusi1247
omur1241	cham1318
omur1241	jebe1250
omur1241	jesu1239
onaa1245	alac1239
onei1249	moha1258
onge1236	carn1240
onge1236	jara1245
ongg1239	kuyy1240
ongg1239	lave1248
onin1237	bati1253
onin1237	ihaa1241
onin1245	onin1237
onjo1240	arif1239
onjo1240	baru1269
onob1238	edol1239
onob1238	kalu1248
onon1246	cayu1261
onon1246	onei1249
onoo1246	miga1241
onto1237	nuku1258
oorl1238	gail1235
oorl1238	kgal1244
opao1240	akoy1238
opuu1239	anua1242
opuu1239	komo1258
opuu1239	nuer1246
oran1259	duan1242
oran1259	lonc1237
oran1259	oran1258
orao1237	beng1280
orao1237	hajo1238
orej1242	iqui1243
orej1242	ocai1244
orin1239	izie1238
oriz1235	huax1236
orma1241	daha1245
orma1241	ilwa1237
orma1241	kamb1297
ormu1247	cent1973
ormu1248	kayu1243
ormu1248	nucl1632
oroc1248	nana1257
oroh1237	aros1241
orok1265	kuri1271
orok1266	baro1252
orok1266	koro1304
orok1267	keor1235
orok1269	aeka1244
orok1269	bina1277
orok1269	ewag1241
orok1269	hunj1241
oroo1241	ebug1241
oroo1241	ilue1241
oroo1241	okob1241
oroq1238	daur1238
orow1242	ajie1238
orum1241	epie1238
orum1241	odua1238
orya1242	nucl1633
osag1243	kans1243
osam1235	kota1274
osat1238	caka1240
osat1238	ngwo1241
osin1237	bali1278
osin1237	bali1279
osos1238	akuk1235
osos1238	okoe1238
osos1238	okpe1249
osse1243	abaz1241
osse1243	nucl1302
otan1238	bete1262
otan1238	oban1244
otda1235	kere1285
otda1235	ngaj1237
otom1276	beto1236
otor1240	heib1243
otta1242	cent2136
otta1242	east2542
otta1242	muns1251
otuh1238	acol1236
otuh1238	lang1322
otuh1238	lopi1242
ouji1238	mind1253
ouji1238	ning1280
ouma1237	bina1275
ouma1237	mago1248
oung1239	koro1313
owaa1237	kahu1241
owaa1237	nalo1235
owen1244	awap1236
owen1244	kena1250
owin1240	mian1256
owin1240	nimo1247
oyda1235	gamo1243
oyda1235	gayi1237
oyda1235	male1284
oyda1235	melo1242
oyst1235	benl1235
oyyy1238	alak1253
ozol1235	loxi1235
ozum1235	coma1246
paaa1242	diri1259
paaa1242	gamo1241
paaf1237	mort1237
paam1238	lame1260
paas1238	chak1271
paas1238	konn1242
paca1246	chac1251
paci1278	eyak1241
padi1241	kuam1234
padi1241	long1417
pado1242	mori1268
paez1247	anda1286
paez1247	guam1248
pagi1243	lige1238
pagi1243	ndun1249
pagi1243	nort2774
pagi1244	ainb1238
pagi1244	kilm1241
pagu1249	kaoo1238
pagu1249	modo1249
paha1251	mirp1238
paha1251	nort2662
pahi1246	laek1243
pahl1240	east2304
pahl1240	haza1239
pahn1237	kimm1245
paic1239	arha1237
paic1239	cemu1238
paic1239	haek1239
paic1240	guar1292
paic1240	otuk1240
paip1241	coco1261
paip1241	kili1268
paip1241	kumi1248
pait1247	guan1268
pait1247	kaiw1246
pait1247	maca1260
pait1247	ofay1240
paka1251	ayab1239
paki1242	dehw1238
paki1242	oddd1238
pakt1239	moke1240
paku1238	bwek1238
paku1239	baku1263
paku1239	dusu1267
paku1239	dusu1271
paku1239	maan1238
pala1330	germ1281
pala1330	luxe1241
pala1342	khee1238
pala1342	nyar1245
pale1260	bord1248
pale1260	chim1309
pali1273	bund1253
pali1273	khir1237
pali1274	mann1246
pali1279	kari1301
pali1279	mara1408
pall1243	dhur1239
pall1243	nort2760
pall1244	kobo1248
pall1244	mumm1238
palo1243	ndut1239
palo1243	noon1242
palp1242	dara1250
palu1252	bone1254
palu1252	lioo1240
palu1253	book1241
paly1238	bhil1253
paly1238	nima1243
pamb1243	made1252
pamm1242	diii1241
pamm1242	ndai1238
pamo1252	beso1237
pamo1252	mori1269
pamo1253	mawa1266
pamo1253	musa1265
pamo1253	pall1244
pamp1243	amba1267
pamp1243	maga1263
pamp1244	ibat1238
pana1293	dama1267
pana1293	nagu1244
pana1295	kala1383
pana1295	maty1235
pana1298	dyar1234
pana1298	igut1238
pana1298	jere1244
pana1303	kalu1247
pana1305	kawa1283
pana1306	ajyi1238
pana1306	hual1241
pana1307	juru1256
panc1246	birh1242
panc1246	kuru1302
panc1246	maha1291
panc1247	kama1364
panc1247	liab1237
pand1264	band1348
pand1264	gund1247
pang1282	chur1258
pang1286	leel1242
pang1286	ming1254
pang1287	bena1262
pang1287	kisi1243
pang1287	mand1423
pang1290	boli1256
pang1290	iwak1237
pang1291	bala1311
pang1291	mapu1244
pani1256	aran1261
pani1256	bett1235
pani1256	koda1255
pani1258	bilb1241
pani1258	geda1237
panj1256	bila1253
panj1256	hary1238
pank1249	bawm1236
pank1249	khum1248
pank1249	lush1249
pank1250	fuln1247
pank1250	kari1255
pann1239	bamb1270
pann1239	dakk1238
pano1254	culi1244
pano1254	nawa1239
pany1241	nyam1271
paok1235	dana1252
paok1235	kaya1315
papa1238	high1243
papa1268	coas1294
papa1269	abin1243
pape1239	bala1301
pape1239	kamo1256
pape1239	mank1251
papi1253	domi1236
papi1253	guam1236
papi1254	loni1238
papi1254	moke1240
papi1255	iwam1256
papo1239	babu1240
papu1250	mawe1251
papu1250	orya1242
papu1251	ansu1237
papu1251	busa1254
para1299	munj1244
para1301	awac1238
para1301	nucl1290
para1302	khia1236
para1302	maku1273
para1306	dupa1235
para1307	kare1341
para1309	ator1244
para1309	macu1259
para1310	kuru1309
para1311	ache1246
para1311	maca1260
para1313	mund1330
para1315	aman1266
para1315	para1312
para1316	japr1238
pare1266	bond1245
pare1266	jura1242
pare1271	aeky1238
pare1271	goba1246
pare1272	iran1263
pare1272	mato1253
park1237	guja1252
park1237	kabu1254
park1237	kach1272
park1239	glav1244
pary1242	jaka1245
pary1242	para1299
pasi1259	ayip1235
pasi1259	kalo1262
pasi1259	pahi1246
pass1247	angg1239
pass1247	ngge1241
pass1250	daww1239
pass1250	kais1242
pass1250	nade1244
pata1260	gebe1237
pata1260	maba1278
pata1261	masa1311
pata1261	maxa1247
pata1262	macu1259
pate1247	gora1262
pate1247	mang1404
pate1247	mapo1242
patp1243	baro1253
patt1248	chin1475
patt1248	gadd1242
patt1248	pang1282
patt1249	kens1248
paul1238	amah1245
paul1238	latu1237
paum1247	juma1249
paun1241	cani1243
paun1241	chiq1248
paun1241	guar1292
paur1238	khan1272
paur1238	naha1261
paus1244	arik1265
paux1235	apal1257
paux1235	hixk1239
pawa1255	dadi1250
pawa1255	gimi1243
pawa1255	ipik1244
pawn1254	kans1243
paya1236	para1311
payn1244	akru1241
payn1244	anor1241
payn1244	nend1239
pear1247	kave1238
pear1247	kuyy1240
peba1243	demu1235
pech1241	gari1256
pech1241	misk1235
peee1238	ngas1240
peii1238	nucl1453
peka1242	kubu1239
pela1242	acha1249
pele1244	lonz1238
pele1244	mbal1257
pele1245	mamu1254
pele1245	meng1267
pele1245	naka1262
pemo1248	akaw1239
pemo1248	macu1259
pena1248	keda1251
pena1270	momb1254
penc1239	lenk1247
penc1239	naun1237
penc1239	pakt1239
pend1242	bala1314
pend1242	lauj1238
peng1244	kuii1252
peng1244	mand1413
penn1240	nant1249
penr1237	hawa1247
pent1242	como1259
pent1242	maka1318
pera1256	indo1291
pera1256	kang1289
peri1250	guai1237
peri1253	huhe1234
peri1253	kita1247
pero1241	bura1271
pero1241	hone1235
pers1244	esht1238
peru1235	jaqa1244
peru1235	paca1245
peta1245	hali1244
peta1247	chim1300
peta1247	guev1238
peta1247	isth1238
petj1238	badu1237
petj1238	beta1252
peve1243	herd1236
peve1243	mamb1294
peve1243	mono1269
phai1238	mall1246
phai1238	mlab1235
phak1238	kham1283
phak1238	naaa1245
phal1254	dame1241
phal1254	kala1372
phal1254	kalk1245
phal1256	east2349
phan1254	kadu1253
phen1239	mpuo1241
phil1239	mayo1262
phim1238	dema1235
phim1238	mala1475
phim1238	nyun1248
phol1235	anip1235
phol1235	azha1235
phol1235	hlep1236
phol1235	labo1243
phol1237	alop1235
phol1237	phal1256
phom1236	chan1313
phom1236	nort2725
phon1246	oduu1239
phra1235	mpii1239
phua1239	bank1251
phua1239	mlab1235
phua1239	nyah1250
phud1238	katk1238
phud1238	konk1267
phui1238	buam1238
phui1238	dyan1251
phui1238	nort2780
phuk1235	cent1394
phum1235	bokh1237
phum1235	hmon1332
phum1235	khlu1236
phun1245	iumi1238
phuo1238	east1236
phuo1238	paco1243
phup1237	enuu1235
phup1237	hani1248
phup1239	nort2716
phut1244	aheu1239
phut1244	bola1249
phuz1235	nort2716
piam1243	bahi1254
piam1243	hewa1241
piam1243	nete1240
piap1246	nuka1242
piar1243	maip1246
piar1243	piap1246
pica1241	espe1235
pich1237	ajyi1238
pich1237	ashe1272
pich1237	ashe1273
picu1248	nawa1259
picu1248	nort1550
pidg1246	nant1249
piem1238	fran1260
piem1238	ligu1248
piem1238	lomb1257
pija1235	kore1283
pija1235	maca1261
pije1237	fwai1237
piji1239	mala1484
pila1245	paya1236
pile1238	ayiw1239
pima1248	huar1255
pima1248	jova1234
pima1248	nort2956
pimb1238	bend1258
pimb1238	kono1265
pina1252	haru1245
pina1252	kyak1244
pina1252	lemb1266
ping1243	kosr1238
ping1243	moki1238
pini1244	djiw1241
pini1244	kurr1243
pini1245	mart1256
pini1245	ngaa1240
pino1237	jami1235
pint1250	ngaa1240
pint1251	ngaa1240
pint1251	ngad1258
piny1238	ngam1267
piny1238	ngom1271
piny1238	njen1238
pipi1250	caca1247
pira1254	desa1247
pirl1238	adny1235
piro1248	east1472
pirr1240	kuun1236
pisa1237	east2538
pisa1237	east2556
pisa1237	hueh1236
pisa1245	juma1250
pisa1245	juri1235
pisc1239	angl1239
pisc1239	penn1240
pisc1239	pidg1246
pitc1234	mang1401
pite1240	lule1254
piti1243	atsa1241
piti1243	janj1240
pitj1243	ngaa1240
pitt1247	mith1236
piuu1237	damb1246
piuu1237	midd1327
piya1245	khol1240
piya1245	nyam1285
plai1235	arik1262
plai1235	kans1243
plai1235	picu1248
plai1258	chip1261
plai1259	nort2968
plat1254	mada1271
plat1254	nort2890
plau1238	gros1243
plau1238	plai1258
play1240	beto1236
play1240	cuib1242
play1240	maca1259
pnar1238	bish1244
poch1243	anga1288
poch1243	maon1238
poch1243	mara1379
pode1237	anus1237
pode1237	itik1240
pogo1243	mbun1248
pogo1243	ndam1239
pohn1238	moki1238
pohn1238	ngat1248
poke1238	kele1255
poko1261	daha1245
poko1261	giry1241
poko1263	kups1238
poko1263	mark1255
pola1249	brit1235
pola1255	lowe1385
polc1243	dass1243
polc1243	luri1256
poli1259	bela1254
poli1259	east2295
poli1260	east2295
poli1260	kash1274
poli1260	lowe1388
polo1242	nara1263
pomm1237	mara1397
pomo1271	bomi1238
pomo1271	lima1246
pomo1271	ngun1270
pona1250	mond1265
pong1250	basa1280
pong1250	hung1276
pont1253	capp1239
pont1253	lish1245
popt1235	chuj1250
poqo1253	achi1256
poqo1253	chor1273
poqo1254	achi1256
poro1253	cina1236
poro1253	hili1240
port1277	mind1263
port1278	neta1235
port1283	fala1241
port1283	mind1263
port1285	axam1237
port1285	mask1242
port1285	nisv1234
port1286	daka1243
pota1247	kick1244
pota1247	miam1252
pott1240	bodo1267
pott1240	gata1239
poum1235	koir1240
pouy1238	awun1245
pouy1238	nami1256
powa1246	bund1253
powa1246	holi1239
powa1246	kork1243
powh1243	nott1246
powh1243	pidg1246
poya1241	nawa1239
poya1241	nuku1263
pras1239	kati1270
prin1242	bata1285
prov1243	jama1262
prus1238	pola1255
psik1239	kamw1239
puar1240	fass1245
pudt1235	fair1238
pudt1235	isna1241
pudt1235	pamp1244
puel1244	alle1238
puel1244	arge1236
puer1237	nege1244
puin1248	piar1243
pula1262	bape1239
pula1262	bedi1235
pula1267	jili1241
pulu1242	namo1247
puma1239	koii1238
pume1238	jira1235
pume1238	mapo1246
pump1237	arin1243
puna1267	banj1239
puna1267	kaya1325
puna1267	moda1244
puna1268	baha1257
puna1268	banj1239
puna1275	iban1264
puna1278	laha1253
puno1238	araz1236
puno1238	atsa1242
punu1239	bwis1242
punu1239	pinj1243
puoc1238	nung1283
puqu1242	puno1238
pura1253	koko1265
pura1257	ipik1244
pura1257	orok1267
pure1242	mich1246
puri1258	brok1247
puri1259	ines1240
puri1259	obis1242
puri1262	coro1248
puri1262	coro1249
puru1264	gavi1246
puru1266	kach1280
puta1243	ciba1236
puta1243	marg1265
puta1243	nggw1242
putu1241	aleg1238
putu1241	bekw1241
putu1241	mbee1249
puxi1243	minn1241
puyu1239	amis1246
puyu1239	paiw1248
pwaa1237	hmwa1243
pwaa1237	nemi1240
pwap1237	jawe1237
pwoe1235	monn1252
pwow1235	monn1252
pyap1239	koen1239
pyap1239	mish1244
pyek1235	bakw1243
pyek1235	glar1241
pyek1235	plap1239
pyen1239	bisu1244
pyen1239	lame1256
pyen1239	laom1237
pyuu1245	kimk1238
pyuu1245	ngal1298
qabi1235	khlu1236
qabi1235	nisi1238
qanj1241	chic1271
qanj1241	popt1235
qaqe1238	kair1267
qash1240	baha1259
qash1240	koro1296
qash1240	lari1253
qawa1238	alac1240
qila1235	hani1248
qili1234	farn1234
qili1234	lamu1257
qima1242	awng1244
qima1242	kuna1268
qing1240	jina1245
qiub1238	buna1273
qiub1238	cent2009
qiub1238	east2363
qiub1238	ennn1243
qiub1238	guib1244
qiub1238	guib1245
qiub1238	lian1252
qiub1238	liuj1238
qiub1238	liuq1235
quap1242	mesk1242
queb1245	algo1255
quec1382	coco1261
quec1382	moha1256
quer1236	cent2144
quer1236	mezq1235
quey1238	daoh1239
quia1235	coat1238
quia1235	juqu1238
quia1235	lach1250
quil1240	clal1241
quil1240	maka1318
quin1236	cata1241
quin1251	lowe1427
quin1251	quil1240
quio1240	coma1246
quio1241	mixt1426
rabh1238	assa1263
rade1240	east2333
rade1240	haro1237
rade1240	jara1266
raha1237	kode1237
raja1254	agus1235
raja1254	kama1363
rajb1243	dhim1246
rajb1243	khar1288
raji1240	dang1260
raji1240	juml1238
rajo1237	mang1405
rajp1235	adiw1235
rajp1235	godw1241
rajp1235	mewa1249
raka1237	penr1237
raka1237	puka1242
rakh1245	chit1275
ralt1242	komi1270
ralt1242	poum1235
rama1270	male1297
rama1270	nica1252
rama1271	igna1246
rama1271	movi1243
ramo1244	bilu1244
ramp1243	bada1261
ramp1243	mori1269
rana1246	indi1237
rana1246	kath1250
rana1246	kusu1250
rang1265	dhim1246
rang1266	buks1238
rang1266	kuma1273
rang1267	bish1244
rang1267	darl1242
rang1267	kokb1239
rang1269	famm1241
rang1269	kamm1249
raoo1244	brer1240
raoo1244	haru1245
rapa1244	huil1244
rapa1244	pitc1234
rapa1245	aust1304
rapa1245	mang1401
rapo1238	ramo1245
rapt1240	garu1246
rapt1240	muru1273
rapt1240	nobo1238
rara1235	beka1241
raro1241	aust1304
raro1241	niue1239
raro1241	raka1237
rasa1243	awer1241
rata1245	cala1258
rata1245	calu1238
rata1245	hanu1241
rath1242	naha1261
rath1242	paly1238
rath1243	dung1251
rath1243	guja1252
rath1243	noir1238
raut1239	kusu1250
ravu1237	koda1255
ravu1237	kudi1237
rawa1264	byan1241
rawa1264	huml1238
rawa1265	kach1280
rawa1265	kham1290
rawa1265	nung1282
rawa1267	iyoo1238
rawa1267	mari1429
rawo1244	ning1275
rawo1244	puar1240
rayo1235	copa1236
rayo1235	jito1235
raza1238	clas1253
raza1238	esht1238
redg1235	hmon1331
redg1235	qabi1235
reel1238	nyam1279
reja1240	cent2053
reja1240	peka1242
reja1241	laha1253
reli1238	adiv1239
rema1238	blaf1238
remb1249	gura1252
remb1249	ngal1292
remb1249	ngan1295
remb1250	kala1394
remb1250	kepo1237
remo1248	isco1239
remo1248	nuku1263
remo1249	maru1252
remo1249	nuku1263
remo1250	capa1241
remo1250	mori1273
remo1250	remo1249
remp1241	nobo1238
remu1237	buka1257
remu1237	cent2101
rend1243	elmo1238
reng1252	hala1252
renn1242	aros1241
renn1242	renn1236
repa1237	bwen1239
repa1237	dixo1238
rera1240	anja1238
rera1240	jili1241
rera1240	male1291
rere1240	repa1237
resh1242	huns1239
resh1242	laru1238
resi1247	nupo1240
resi1247	ocai1244
rett1240	adan1251
rett1240	alor1247
rett1240	kafo1240
reun1238	mori1278
reun1238	nort2890
reye1240	chir1294
reye1240	igna1246
reye1240	mose1249
rian1262	fala1243
rian1262	rang1267
rian1263	kima1246
ribu1241	beny1237
ribu1241	kemb1249
rikb1245	enaw1238
rikb1245	kaya1329
rikb1245	para1313
rinc1236	coma1246
ring1244	bilb1242
ring1244	helo1243
rita1239	dayi1244
rita1239	djin1252
rita1239	nung1290
riun1237	nage1237
rive1257	furu1242
rive1257	mban1262
roco1235	iton1250
roco1235	paus1244
rogo1238	fung1245
rohi1238	chak1270
rohi1238	chit1275
roma1240	anci1242
roma1240	arva1236
roma1241	hung1274
roma1324	bulg1262
roma1324	gaga1249
roma1326	lomb1257
roma1326	moch1255
roma1327	roma1324
roma1328	emil1241
roma1328	jude1255
roma1331	hala1252
roma1331	kaco1239
roma1332	kisa1266
romb1244	moch1256
romb1244	ngas1238
romb1245	bant1288
romb1245	fili1244
romk1240	anda1284
romk1240	goro1261
romk1240	komi1271
rong1264	jadd1243
rong1264	mugo1238
rong1266	lian1251
rong1268	chop1243
rong1269	kamb1299
rong1269	rajo1237
rong1271	kore1273
rong1271	qing1240
ronj1237	arop1243
ronj1237	bonk1244
ronj1237	domu1246
ronn1241	kule1247
ronn1241	mwag1236
roon1237	dusn1237
roon1237	meos1237
rori1237	bisl1239
roto1249	lawu1237
roto1249	papa1265
roto1249	ramo1245
rotu1241	anut1237
rotu1241	gone1237
rovi1238	hoav1238
rovi1238	kusa1251
rudb1238	gila1241
rudb1238	mara1373
ruga1238	lyng1241
ruga1238	mega1243
ruga1238	rabh1238
ruka1240	puyu1239
rumu1243	bari1298
rumu1243	folo1238
rumu1243	kibi1239
rund1241	fuli1240
rund1241	haaa1252
rund1242	haya1250
rund1242	nyam1277
rung1255	fipa1238
rung1255	pimb1238
rung1258	geme1244
rung1258	gula1265
rung1259	bong1289
russ1255	balt1257
russ1255	chuv1255
russ1255	moks1248
russ1263	komi1269
russ1264	khak1248
russ1264	mato1250
rusy1239	carp1235
rusy1239	poli1259
rutu1240	aghu1253
rutu1240	lezg1247
ruul1235	gand1255
ruul1235	gung1250
ruul1235	kuma1275
ruun1238	chok1245
ruun1238	lwal1238
rwaa1238	aasa1238
rwaa1238	mach1266
rwaa1238	masa1300
saaa1240	area1240
saaa1240	oroh1237
saaa1241	nort2839
saaf1238	kabu1256
saaf1238	noon1242
saam1282	limb1266
saam1282	musa1263
saam1282	rajb1243
saam1283	mara1393
saba1262	buku1249
saba1262	kups1238
saba1262	masa1299
saba1263	kala1391
saba1265	kela1258
saba1265	leng1260
saba1265	lund1271
saba1267	bela1260
saba1267	klia1235
saba1268	aika1237
saba1268	lako1248
saba1268	mama1278
saba1276	bolg1251
saba1276	mogu1251
sabu1253	kint1239
sabu1255	dhao1237
sabu1255	kamb1299
saca1238	agua1252
sadr1248	birh1242
sadr1248	koda1254
sadr1248	maga1260
sadu1234	ches1238
sadu1234	nort2718
saep1240	gang1270
saep1240	iyoo1238
safa1243	boun1243
safa1243	kama1357
safe1240	kama1360
safe1240	meny1245
safw1238	bung1265
safw1238	kimb1242
safw1238	mali1279
saga1256	kagu1239
saga1256	lugu1238
saga1262	cutc1238
saho1246	daha1247
said1239	egyp1246
said1239	nobi1240
